序号,stock_code,stock_name,资产-货币资金,资产-应收账款,资产-存货,total_assets,资产-总资产同比,负债-应付账款,负债-预收账款,total_liabilities,负债-总负债同比,asset_liability_ratio,equity,announcement_date,report_date_param
409,603051,鹿山新材,221013044.93,387254064.3,219387431.58,2374628085.46,-7.3721615617,77357852.11,,672378935.95,-32.0359914622,28.315126064,1702249149.51,2026-04-30,20260331
418,603018,华设集团,1585951377.44,3414661051.15,353926975.02,12558005930.8,2.2510115492,3657944383.67,6714271.39,6959469146.38,0.0875484236,55.4185846442,5598536784.42,2026-04-30,20260331
453,601700,风范股份,1613352900.5,801258369.33,1040002134.35,7505671746.91,-4.5417487291,515412566.97,637713.33,5258879335.39,4.7862244103,70.0654053723,2246792411.52,2026-04-30,20260331
465,601588,北辰实业,7022171900.0,260501899.0,21730728000.0,42624662992.0,-9.890437259,3536746404.0,67513688.0,33625237377.0,-6.2023199157,78.8868111011,8999425615.0,2026-04-30,20260331
487,601188,龙江交通,659938528.81,125905682.96,266016716.99,5795295954.74,6.3246483902,48524242.75,11178690.73,979885900.2,92.1973585038,16.9082978307,4815410054.54,2026-04-30,20260331
501,601086,国芳集团,828935996.55,6573561.78,169176909.37,2917162229.93,4.4358668398,210912953.51,16746438.42,1287476054.27,7.0956285458,44.1345373617,1629686175.66,2026-04-30,20260331
509,601007,金陵饭店,235359658.21,82318248.79,503423331.78,3177907617.5,-8.5457526764,58429374.05,15001031.47,748133546.69,-31.4720506365,23.5417021744,2429774070.81,2026-04-30,20260331
513,601002,晋亿实业,718183928.45,524468592.58,1291988175.03,5392424363.87,4.2014814063,246626634.8,3478834.47,989667731.9,6.2863000238,18.3529274612,4402756631.97,2026-04-30,20260331
516,600992,贵绳股份,340417082.33,475483034.89,587422455.87,4408524672.38,20.7875920836,275370322.14,,2979154548.93,34.3464232632,67.5771322682,1429370123.45,2026-04-30,20260331
519,600982,宁波能源,628126450.33,1590769397.73,118070899.36,17592863892.7,11.1542009632,419030961.48,1267903.47,10981093294.57,8.9270187988,62.4178835325,6611770598.13,2026-04-30,20260331
521,600973,宝胜股份,4064835337.83,7390148203.8,2865584665.58,23378108837.36,2.8666078282,2754038534.44,1272778.18,19309710109.89,4.2770397556,82.5974001756,4068398727.47,2026-04-30,20260331
523,600962,国投中鲁,260825831.17,320739291.58,1149937691.69,2598627957.3,5.5419541825,90613033.8,,1518787153.84,4.3813227043,58.4457328558,1079840803.46,2026-04-30,20260331
524,600960,渤海汽车,466726399.25,877901583.84,922548254.56,6271761623.4,-16.6354585942,444821849.23,,2705680164.64,-31.5739201109,43.1406728621,3566081458.76,2026-04-30,20260331
527,600939,重庆建工,4000993233.08,20939440389.08,4633652273.93,79643472566.59,-4.6478412621,34736176426.68,5968580.2,72434300563.66,-4.1917088597,90.9481947853,7209172002.93,2026-04-30,20260331
544,600868,梅雁吉祥,478154165.06,300548072.68,52690583.05,2808019860.97,-1.7642001192,166464688.94,25920000.0,916957474.84,6.2182639762,32.6549497596,1891062386.13,2026-04-30,20260331
546,600865,百大集团,83732720.94,41270473.27,691798.15,2498037982.69,-1.6986775236,33669004.61,9690498.23,186993556.66,2.1847409417,7.4856170305,2311044426.03,2026-04-30,20260331
547,600860,京城股份,497610563.46,579965278.74,303563884.28,3012746690.44,-2.4577361695,362514989.93,,1704729962.45,1.2573291841,56.5839128746,1308016727.98,2026-04-30,20260331
550,600855,航天长峰,602273029.42,892403989.29,634971969.66,3159896009.84,-12.0651165942,838986132.52,8137417.84,1659506124.96,-12.9380562363,52.5177448812,1500389884.88,2026-04-30,20260331
553,600846,同济科技,3609068683.45,1036665810.37,4531160467.51,12857998241.62,2.6605653014,2839484615.68,5435723.33,8378044572.9,1.8678735534,65.1582339293,4479953668.72,2026-04-30,20260331
555,600843,上工申贝,1373350940.71,1027528974.23,1305037975.96,6581374267.65,2.9557163331,689151498.04,1567842.15,3510618680.37,9.7273320589,53.3417267823,3070755587.28,2026-04-30,20260331
556,600834,申通地铁,321071083.61,118853314.5,14014782.33,2326463647.93,3.2767346,113985084.08,250552394.34,485265065.86,6.3060069919,20.8584847776,1841198582.07,2026-04-30,20260331
557,600833,第一医药,333182890.03,200473405.48,366140064.62,1991019936.37,0.1654903932,413756921.78,485399.57,799413480.27,-4.7175414307,40.1509530702,1191606456.1,2026-04-30,20260331
560,600826,兰生股份,2193004214.0,203250855.24,18715372.21,5669246495.43,-0.4692964194,236038074.35,40907732.07,1197499087.31,-17.0071253718,21.1227204228,4471747408.12,2026-04-30,20260331
561,600825,新华传媒,1410332793.85,26927776.04,387120619.25,3930929820.62,0.1302426822,651943259.96,7699637.96,1434016912.23,-2.6703096476,36.4803488658,2496912908.39,2026-04-30,20260331
562,600822,上海物贸,1077958352.03,19877008.16,157496053.91,1721590220.96,-7.1845816141,10135608.77,18336164.92,463809143.14,-25.4614113931,26.9407398749,1257781077.82,2026-04-30,20260331
565,600814,杭州解百,4978070309.47,25968660.44,52279752.6,8491377657.31,-0.3440293305,707387495.43,8151029.15,3537748435.43,-2.7777711871,41.6628323248,4953629221.88,2026-04-30,20260331
568,600807,济高发展,760177673.32,236080615.5,597649592.61,2312491080.5,-8.185705685,123063297.77,,1779630576.95,-17.5051811394,76.9572947527,532860503.55,2026-04-30,20260331
569,600805,悦达投资,1480035679.79,490661219.49,441742692.05,10523084458.4,9.6915510589,617337646.31,543814.07,5433128881.38,20.7845136931,51.6305737435,5089955577.02,2026-04-30,20260331
574,600793,宜宾纸业,189072899.18,81707838.54,694625563.18,3547665921.49,5.0025354983,488163842.07,,3088863943.04,2.4442468373,87.0674976561,458801978.45,2026-04-30,20260331
583,600756,浪潮软件,521449166.97,878212491.71,573554346.3,4162739284.8,-0.4427772316,1137528214.26,,1918225117.3,-0.7303343128,46.080837306,2244514167.5,2026-04-30,20260331
594,600727,鲁北化工,2658316189.85,306039498.71,668120471.77,9314087822.45,5.5638752588,808601608.28,24124240.92,5683589488.28,7.6241316742,61.0214290076,3630498334.17,2026-04-30,20260331
595,600722,金牛化工,1100971161.46,2706975.2,10096098.13,1492753712.17,-2.680032845,52246251.76,275116.99,102389445.8,-14.4087974633,6.8590983874,1390364266.37,2026-04-30,20260331
599,600713,南京医药,2052357616.98,16583006656.31,7098028073.01,35504476261.22,6.0485672581,7492618526.7,,27041110207.45,6.1564300576,76.162537953,8463366053.77,2026-04-30,20260331
601,600706,曲江文旅,30286576.0,192779974.62,49664252.38,2384174696.59,-21.7370115388,729964037.4,3823314.08,1938496771.24,-18.5134700861,81.3068259642,445677925.35,2026-04-30,20260331
609,600684,珠江股份,808043518.17,487389454.46,6536744.03,2147584461.21,23.3606428835,210437309.88,4860919.41,842364632.9,-31.7324050489,39.2238185792,1305219828.31,2026-04-30,20260331
615,600658,电子城,1051704931.89,635085832.61,5628649611.89,15271234907.21,-10.0044660807,1539339718.43,63594068.48,10842523284.87,-0.3652829217,70.9996496731,4428711622.34,2026-04-30,20260331
617,600650,锦江在线,1879869131.58,170285402.86,83199520.75,5417172923.46,-0.4346681769,76533101.52,21431372.9,922119508.38,-9.350778108,17.0221538321,4495053415.08,2026-04-30,20260331
627,600628,新世界,1695630704.11,91326952.14,174365869.61,5722832686.23,1.1294110552,607822648.96,3482289.74,1474138723.05,2.998020343,25.7588995498,4248693963.18,2026-04-30,20260331
628,600626,申达股份,1992994219.15,1629536614.31,827398372.04,10157567673.82,-0.5091571178,1511000831.49,698566.81,6578388240.58,-1.814416996,64.7634202579,3579179433.24,2026-04-30,20260331
630,600622,光大嘉宝,1642468315.97,447430920.05,1050115858.47,20032951381.78,-7.7208008222,227308699.19,109744394.07,16588212747.45,-1.6728805946,82.8046373763,3444738634.33,2026-04-30,20260331
631,600620,天宸股份,221476754.48,94924489.06,1899544674.15,3062260824.26,8.1958418583,279116087.98,1633054.89,1636689344.85,20.8087463349,53.4470915045,1425571479.41,2026-04-30,20260331
633,600617,国新能源,2042204712.91,1466011631.91,261270497.17,24922595349.49,-9.3351107951,696093333.44,,20177980908.02,-10.6765071131,80.962598899,4744614441.47,2026-04-30,20260331
634,600616,金枫酒业,905769611.7,63528309.99,625162529.17,2169388115.69,-2.7049035462,46847945.48,69832.21,250116987.84,-9.8828892291,11.529379461,1919271127.85,2026-04-30,20260331
636,600609,金杯汽车,1675585760.37,319232380.95,285663128.53,4351584592.54,12.4177765503,1073705433.29,,2112891238.96,-0.8474072466,48.5545252316,2238693353.58,2026-04-30,20260331
647,600576,祥源文旅,299513185.17,58218594.36,131204585.5,5241887084.38,6.9629295373,209770869.91,27300.1,2382382224.86,30.4384437901,45.4489420796,2859504859.52,2026-04-30,20260331
648,600571,信雅达,93532450.09,348867599.5,361763580.93,1883766514.62,11.1873174784,43200436.69,,619864640.9,45.7543605674,32.9055982304,1263901873.72,2026-04-30,20260331
650,600569,安阳钢铁,7032419874.01,557477077.2,9994110355.85,46675593591.53,4.1434434658,15039466501.94,1523694.61,43646929855.63,8.3237660268,93.5112475218,3028663735.9,2026-04-30,20260331
656,600551,时代出版,3161040912.85,457416962.78,802176127.77,8522371611.98,-0.6024431427,1141557370.43,3578970.45,2497531888.6,-7.05877268,29.3055971074,6024839723.38,2026-04-30,20260331
659,600540,新赛股份,1760164868.21,16655093.77,1400235117.74,5977234647.88,5.2850984946,203892002.46,1014417.75,5583807432.9,8.2359414001,93.4179058016,393427214.98,2026-04-30,20260331
661,600533,栖霞建设,1143846320.17,11160750.26,12037811563.79,16276508726.49,-28.9457162856,897310833.12,3518632.92,14828317496.09,-23.8851593797,91.1025684025,1448191230.4,2026-04-30,20260331
663,600527,江南高纤,188230713.32,19086155.09,263009527.61,2167809514.11,-2.8634679226,16383320.0,5934585.53,93961775.04,26.3606324071,4.3344110462,2073847739.07,2026-04-30,20260331
669,600505,西昌电力,249032376.91,203443599.51,29186377.28,3984034261.34,-4.5714541378,203278723.47,3931724.89,2630632843.36,-6.5018764301,66.0293730123,1353401417.98,2026-04-30,20260331
675,600477,杭萧钢构,374035605.71,1781856846.05,524720829.78,13469669925.62,-14.9539912126,2453365666.72,,8202909837.82,-20.9907668627,60.8991154432,5266760087.8,2026-04-30,20260331
677,600467,好当家,633053655.75,45212308.46,801761273.25,6847407928.86,-2.1228617493,136810074.14,98412.7,3403940580.46,-4.5979201593,49.7113742284,3443467348.4,2026-04-30,20260331
685,600425,青松建化,1183714096.78,239838157.1,770551288.14,9169315850.97,-2.2092586257,453704942.69,1612573.2,2418541471.97,-12.1998868351,26.3764659357,6750774379.0,2026-04-30,20260331
691,600405,动力源,102784653.37,357274583.94,213086305.27,1329977011.27,-30.3680088363,196161268.54,,1309612301.92,-18.0090590545,98.4687923793,20364709.35,2026-04-30,20260331
694,600396,华电辽能,480029981.23,1251669135.15,83269877.72,15040944345.88,7.4052846048,578089802.46,,10384586099.42,8.2857750723,69.0421150469,4656358246.46,2026-04-30,20260331
697,600386,北巴传媒,894017482.27,249816073.57,406866980.27,3967630929.66,-9.8882083486,102724414.2,,2076802095.59,-15.8766912707,52.3436310586,1890828834.07,2026-04-30,20260331
699,600382,广东明珠,621002252.01,42624416.87,135888348.82,3745153835.55,14.8205345492,55073695.44,3368237.0,580642046.54,19.5964832388,15.5038236622,3164511789.01,2026-04-30,20260331
707,600359,新农开发,342625734.83,29779555.6,296317981.37,1491261175.56,12.587209292,50056929.31,722231.2,792657808.07,31.8174855288,53.1535200581,698603367.49,2026-04-30,20260331
710,600354,敦煌种业,1038274290.36,57498532.07,283190514.96,1929180371.61,11.1571383241,36905401.01,5466089.64,964665591.4,16.5130001016,50.0039086856,964514780.21,2026-04-30,20260331
713,600345,长江通信,874551437.39,781804851.12,264205904.77,4866079633.76,7.2177664829,622179806.17,3000.0,1057740857.91,3.6120212777,21.7370231792,3808338775.85,2026-04-30,20260331
722,600313,农发种业,922617368.48,571954383.25,893906706.13,5729135549.6,11.3492872253,215553613.63,1682309.22,2237159858.25,4.6354251949,39.0488205224,3491975691.35,2026-04-30,20260331
727,600300,维维股份,1550951744.8,79192851.19,511270843.97,4907486664.88,9.985629931,160512217.62,2432135.01,1149979191.74,35.7935094568,23.4331597877,3757507473.14,2026-04-30,20260331
731,600288,大恒科技,1086982404.79,590547716.72,409234311.34,3264163306.64,4.8819244374,286348321.03,434129.55,900811161.54,-6.4020424227,27.597000423,2363352145.1,2026-04-30,20260331
732,600284,浦东建设,3040419584.42,3583873915.25,731655110.78,29196177533.87,-3.1643135067,17325503228.61,4588225.1,21101818106.13,-4.8339240155,72.2759617476,8094359427.74,2026-04-30,20260331
737,600261,阳光照明,1464173322.36,800620603.2,439147991.9,5219043030.29,1.6221469031,553289209.9,,1651660813.98,8.7151498199,31.6468134942,3567382216.31,2026-04-30,20260331
745,600230,沧州大化,332519136.16,43579119.21,436571281.29,5944438787.19,-0.2032964294,272366964.14,,1549336750.36,-5.4064489842,26.063633689,4395102036.83,2026-04-30,20260331
746,600229,城市传媒,1204469891.48,607593179.33,540681080.45,3821858806.82,-10.7603765652,618059277.21,1083405.63,1047861905.86,2.0710938541,27.4175985777,2773996900.96,2026-04-30,20260331
747,600222,太龙药业,181534692.35,1050270435.03,462701598.81,3675221886.51,3.0764314884,185156095.57,,2011067028.85,3.9576742891,54.7196085284,1664154857.66,2026-04-30,20260331
749,600218,全柴动力,757116557.61,1210171060.18,689627142.01,6249076360.16,-1.2054435298,1774015309.18,,2949262170.33,-3.3368482439,47.1951693395,3299814189.83,2026-04-30,20260331
750,600215,派斯林,61864387.13,246174753.76,26329942.21,3775972288.04,10.4440489977,189787729.79,373693.18,1323429799.09,-7.5885022636,35.0487158839,2452542488.95,2026-04-30,20260331
751,600212,绿能慧充,385347000.69,782332828.56,761698193.81,2687936467.26,62.5717656565,1063221275.57,1751179.25,2085509689.35,84.4128694625,77.5877597835,602426777.91,2026-04-30,20260331
753,600195,中牧股份,1572618473.24,998906413.3,1098355154.34,9722162063.61,8.6088891803,361441085.21,,3125786848.62,31.1752528492,32.151149386,6596375214.99,2026-04-30,20260331
755,600191,华资实业,65195713.22,28577201.42,101278852.04,2281509121.44,1.776375006,65656629.13,1326397.73,563981307.39,-5.2811910839,24.7196604252,1717527814.05,2026-04-30,20260331
762,600162,香江控股,951696899.93,48032571.41,9436603415.26,16360487733.24,-1.85140861,2436747246.57,261155580.24,10966642700.56,-0.2421228751,67.0312699681,5393845032.68,2026-04-30,20260331
767,600152,维科技术,570956888.5,225602375.14,468068043.78,2908225126.88,4.8156351479,472504752.03,23566.03,1302247514.77,23.9187805031,44.778084844,1605977612.11,2026-04-30,20260331
770,600138,中青旅,1349270939.63,2381097972.59,1954782289.29,17014829140.95,-3.1759088112,716402080.3,21408255.2,8521463979.37,-6.6171378189,50.0825715544,8493365161.58,2026-04-30,20260331
775,600127,金健米业,73475793.62,73536854.26,654145946.66,2228808097.01,21.8756892223,83827699.09,,1506034265.08,36.9016014897,67.5712847194,722773831.93,2026-04-30,20260331
781,600108,亚盛集团,388675668.97,1695176491.44,1799386092.88,10116839652.17,7.0571991979,234602434.01,2555673.97,5783217212.45,12.2188555576,57.1642668193,4333622439.72,2026-04-30,20260331
784,600103,青山纸业,678772562.16,184441657.69,616687675.75,6151602065.64,-1.2275362353,324871034.73,3381104.52,1779249564.18,-5.6500432941,28.9233527331,4372352501.46,2026-04-30,20260331
788,600081,东风科技,2470523019.8,1710204428.69,393382325.27,9831350712.5,0.9494597924,2326279686.71,,4218555113.79,1.6597460957,42.90921194,5612795598.71,2026-04-30,20260331
793,600071,凤凰光学,305807390.88,426653351.92,266055390.07,1970019426.0,22.1853516485,343626120.39,61869.8,1407613090.74,29.7631318717,71.4517365749,562406335.26,2026-04-30,20260331
794,600067,冠城新材,1246857906.98,3467919655.53,4900747829.23,16692771054.07,-6.8270624746,1209356332.12,52710049.06,9814677653.18,-8.6673722954,58.7959759431,6878093400.89,2026-04-30,20260331
798,600054,黄山旅游,1674554304.04,30144260.77,49386820.67,6006932197.74,4.7565717621,241927650.64,1096002.0,1003514694.48,18.8449375356,16.7059434241,5003417503.26,2026-04-30,20260331
801,600035,楚天高速,1297671462.31,436460521.87,92103570.99,24762648252.36,18.6687876023,443744192.25,2076111.9,13702449031.53,31.963790084,55.3351519267,11060199220.83,2026-04-30,20260331
817,301152,天力锂能,178328219.97,668591431.11,421852416.84,2588696702.2,-14.4406409325,501719627.47,,1365104329.9,-16.7659796582,52.7332664634,1223592372.3,2026-04-30,20260331
819,301076,新瀚新材,156710877.02,101422853.45,58369362.53,1289409048.11,1.8884119577,46610280.1,,85199785.26,-15.1625667179,6.6076615008,1204209262.85,2026-04-30,20260331
826,300560,中富通,580124695.03,1231859692.36,154477381.46,2553033007.27,5.3940537798,118174184.76,,1643220699.96,13.3209785196,64.3634725944,909812307.31,2026-04-30,20260331
827,300534,陇神戎发,234612570.37,288353430.81,109619324.41,1420423463.39,-0.9150483825,325387269.26,57473.58,606467693.65,-9.0271895792,42.6962599028,813955769.74,2026-04-30,20260331
832,300227,光韵达,662743381.01,799063785.62,689830109.01,4524901513.0,54.5163834611,644220377.85,0.0,2930247758.08,116.5667722337,64.7582660012,1594653754.92,2026-04-30,20260331
834,300094,国联水产,164334515.78,263880780.86,330449529.79,2253234931.55,-44.7195577866,480903548.5,7593688.29,2152870973.81,-1.4943757332,95.5457836937,100363957.74,2026-04-30,20260331
839,003010,若羽臣,821980145.0,122459911.19,477276743.23,2196132129.33,32.5185913572,98761165.87,,1404641114.53,137.1090205918,63.9597725369,791491014.8,2026-04-30,20260331
841,002989,中天精装,351709123.63,,8497409.47,2208186836.51,-1.0650965134,186562368.45,,737494348.24,5.6935693299,33.3981860614,1470692488.27,2026-04-30,20260331
842,002981,朝阳科技,128080221.99,348207106.61,264059809.96,1620549690.28,-2.0908637462,345879376.05,,548494590.28,-7.443534812,33.846206233,1072055100.0,2026-04-30,20260331
843,002959,小熊电器,2402476632.28,348013059.2,655855588.63,5948345383.66,-1.3466396486,307299565.17,,2704812765.37,-9.2901068071,45.4716831474,3243532618.29,2026-04-30,20260331
844,002949,华阳国际,125624464.32,329190690.21,136.94,2881519917.24,-4.4539395737,247335723.72,,1221700416.09,-12.3033358904,42.3977779498,1659819501.15,2026-04-30,20260331
847,002933,新兴装备,455700249.45,355944550.51,233761005.85,2327109808.47,-3.037362696,192675888.58,,788777804.47,-11.1412443887,33.8951690891,1538332004.0,2026-04-30,20260331
850,002907,华森制药,296116576.64,203851794.56,130692272.67,2035114755.12,4.1745460992,70463686.44,1559987.22,298996266.82,18.1498453069,14.6918627595,1736118488.3,2026-04-30,20260331
851,002905,金逸影视,341594762.3,47911827.1,17822826.79,2258385143.24,-24.3632531922,112205540.96,112478.64,2189478048.36,-21.8643824077,96.9488333252,68907094.88,2026-04-30,20260331
855,002886,沃特股份,355538206.38,543115535.68,604305018.87,3752896706.56,-0.794883687,113147218.86,,1831312754.85,-5.2499291804,48.7973130635,1921583951.71,2026-04-30,20260331
